fuel_type,state,city,count
LPG,ND,Bismarck,2
LPG,ND,Bottineau,1
LPG,ND,Jamestown,1
LPG,ND,Valley City,1
LPG,NE,Alma,1
LPG,NE,Bridgeport,1
LPG,NE,Grand Island,1
LPG,NE,Hastings,1
LPG,NE,Lincoln,1
LPG,NH,Atkinson,1
LPG,NH,Epping,1
LPG,NH,Farmington,1
LPG,NH,Lebanon,1
LPG,NH,Manchester,1
LPG,NJ,Absecon,1
LPG,NJ,Cinnaminson,1
LPG,NJ,Middletown,1
LPG,NJ,Newton,1
LPG,NJ,Scotch Plains,1
LPG,NM,Las Vegas,3
LPG,NM,Roswell,3
LPG,NM,Albuquerque,2
LPG,NM,Carlsbad,2
LPG,NM,Las Cruces,2
LPG,NV,Las Vegas,6
LPG,NV,Elko,1
LPG,NV,North Las Vegas,1
LPG,NV,Reno,1
LPG,NV,West Wendover,1
LPG,NY,Buffalo,2
LPG,NY,Albany,1
LPG,NY,Bellport,1
LPG,NY,Clymer,1
LPG,NY,Elmira Heights,1
LPG,OH,Columbus,5
LPG,OH,Dayton,2
LPG,OH,Toledo,2
LPG,OH,Akron,1
LPG,OH,Batavia,1
LPG,OK,Oklahoma City,3
LPG,OK,Tulsa,3
LPG,OK,Broken Arrow,2
LPG,OK,Broken Bow,2
LPG,OK,Canute,2
LPG,OR,Portland,5
LPG,OR,Eugene,3
LPG,OR,Klamath Falls,2
LPG,OR,Salem,2
LPG,OR,Albany,1
LPG,PA,Philadelphia,3
LPG,PA,Horsham,2
LPG,PA,Pittsburgh,2
LPG,PA,Allentown,1
LPG,PA,Altoona,1
LPG,RI,Cumberland,1
LPG,RI,Newport,1
LPG,RI,Warwick,1
LPG,SC,Columbia,5
LPG,SC,Florence,2
LPG,SC,Greenville,2
LPG,SC,Lexington,2
LPG,SC,North Charleston,2
LPG,SD,Rapid City,2
LPG,SD,Aberdeen,1
LPG,SD,Huron,1
LPG,SD,Ipswich,1
LPG,SD,Madison,1
LPG,TN,Memphis,4
LPG,TN,Nashville,3
LPG,TN,Chattanooga,2
LPG,TN,Jackson,2
LPG,TN,Knoxville,2
LPG,TX,Houston,12
LPG,TX,San Antonio,7
LPG,TX,Amarillo,4
LPG,TX,Austin,4
LPG,TX,El Paso,4
LPG,UT,Salt Lake City,7
LPG,UT,St. George,3
LPG,UT,Ogden,2
LPG,UT,Sandy,2
LPG,UT,Bountiful,1
LPG,VA,Richmond,5
LPG,VA,Norfolk,3
LPG,VA,Roanoke,3
LPG,VA,Newport News,2
LPG,VA,Virginia Beach,2
LPG,WA,Seattle,4
LPG,WA,Burlington,2
LPG,WA,Everett,2
LPG,WA,Lynnwood,2
LPG,WA,Oak Harbor,2
LPG,WI,Eau Claire,2
LPG,WI,La Crosse,2
LPG,WI,Milwaukee,2
LPG,WI,Antigo,1
LPG,WI,Appleton,1
LPG,WV,Beckley,1
LPG,WV,Bridgeport,1
LPG,WV,Huntington,1
LPG,WV,Parkersburg,1
LPG,WV,St. Albans,1
LPG,WY,Casper,1
LPG,WY,Evanston,1
LPG,WY,Marbleton,1
LPG,WY,Sheridan,1
LPG,WY,Thermopolis,1
